posted,,09/03/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-8.85
posted,,09/02/2018,,BAR FAUSTO 000000001     DENVER       CO,Restaurants/Dining,-15
posted,,09/02/2018,,RYE SOCIETY 000000001    DENVER       CO,Restaurants/Dining,-12.96
posted,,09/02/2018,,TST* AU FEU 300502343    DENVER       CO,Restaurants/Dining,-14.26
posted,,09/02/2018,,TST* BARS - BIG TROUBLE/KDENVER       CO,Restaurants/Dining,-13.5
posted,,09/02/2018,,USAA INS PREMIU USAA INS SAN ANTONIO  TX,Insurance,-61.71
posted,,09/02/2018,,FINNS MANOR              DENVER       CO,Restaurants/Dining,-54
posted,,09/01/2018,,MCDONALD'S F6440 00000000GOLDEN       CO,Restaurants/Dining,-5.83
posted,,09/01/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-0.24
posted,,09/01/2018,,TOWN LIQUOR 0848700216503DENVER       CO,Alcohol/Booze,-22.68
posted,,08/31/2018,,ADVANCE AUTO PARTS #7730 BROOMFIELD   CO,Automotive Expenses,-17.29
posted,,08/31/2018,,KING SOOPERS #0055 000000WESTMINSTER  CO,Groceries,-9.82
posted,,08/31/2018,,KINDNESS YOGA - RINO 4368DENVER       CO,Personal Care,-10
posted,,08/31/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-10.63
posted,,08/31/2018,,CASH REWARDS REDEMPTION,Other Income,--38.29
posted,,08/30/2018,,NEW TERRAIN BREWING 43684GOLDEN       CO,Restaurants/Dining,-6.9
posted,,08/30/2018,,NEW TERRAIN BREWING 43684GOLDEN       CO,Restaurants/Dining,-6.9
posted,,08/30/2018,,SAFEWAY STORE     2812   LOUISVILLE   CO,Groceries,-13.45
posted,,08/30/2018,,SHAKE SHACK - CO  RINO 96DENVER       CO,Restaurants/Dining,-10.78
posted,,08/30/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-8.53
posted,,08/30/2018,,EVOGEAR.COM EVO          SEATTLE      WA,Clothing/Shoes,-297.04
posted,,08/30/2018,,BEATRICE &amp; WOODSLEY      DENVER       CO,Restaurants/Dining,-105
posted,,08/30/2018,,UNITED PACIFIC 6526 09439LOUISVILLE   CO,Automotive Expenses,-43.01
posted,,08/30/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--905.7
posted,,08/28/2018,,HELLOFRESH.COM 800-733-24NEW YORK,Restaurants/Dining,-69.92
posted,,08/27/2018,,VZWRLSS BILL PAY VE      800-922-0204 FL,Telephone Services,-67.2
posted,,08/27/2018,,ARISTA WINE &amp; SPIRIT 0000BROOMFIELD   CO,Groceries,-25.99
posted,,08/26/2018,,IMPROPER CITY 43684555835DENVER       CO,Restaurants/Dining,-7.78
posted,,08/26/2018,,IMPROPER CITY 43684555835DENVER       CO,Restaurants/Dining,-16.85
posted,,08/26/2018,,MOVEMENT CLIMBING &amp; FI MODENVER       CO,Hobbies,-6
posted,,08/26/2018,,RINO BREWHOUSE 6500000104DENVER       CO,Travel,-6
posted,,08/25/2018,,HIGHLAND WINE AND LIQUOR DENVER       CO,Groceries,-41.02
posted,,08/25/2018,,STARBUCKS STORE 1031     IDAHO SPRINGSCO,Restaurants/Dining,-4.83
posted,,08/25/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-19.23
posted,,08/25/2018,,SPROUTS FARMERS MKT#314 0DENVER       CO,Groceries,-36.79
posted,,08/25/2018,,KUM &amp; GO #975 00000000084IDAHO SPRINGSCO,Gasoline/Fuel,-43.25
posted,,08/24/2018,,TST* CURIO 300506563     DENVER       CO,Restaurants/Dining,-12
posted,,08/24/2018,,TST* CURIO 300506563     DENVER       CO,Restaurants/Dining,-22.5
posted,,08/24/2018,,TST* AMERICAN BONDED 3005DENVER       CO,Restaurants/Dining,-23.33
posted,,08/24/2018,,SAFEWAY STORE     2812   LOUISVILLE   CO,Groceries,-30.35
posted,,08/24/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-10.92
posted,,08/23/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-1.87
posted,,08/22/2018,,SAFEWAY STORE     2812   LOUISVILLE   CO,Groceries,-19.36
posted,,08/22/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-14.76
posted,,08/22/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-4.07
posted,,08/21/2018,,DTCOM                    DALLAS       TX,Travel,-202.98
posted,,08/21/2018,,DTCOM                    DALLAS       TX,Travel,-228.99
posted,,08/21/2018,,HELLOFRESH.COM 800-733-24NEW YORK,Restaurants/Dining,-59.94
posted,,08/21/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-51.59
posted,,08/20/2018,,SAFEWAY  STORE  2246     DENVER       CO,Groceries,-32.04
posted,,08/20/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-2.77
posted,,08/18/2018,,SHAKE SHACK - CO  RINO 96DENVER       CO,Restaurants/Dining,-13.8
posted,,08/18/2018,,TOWN LIQUOR              DENVER       CO,Alcohol/Booze,-26.14
posted,,08/18/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-31.71
posted,,08/18/2018,,SHAKE SHACK - CO  RINO 96DENVER       CO,Restaurants/Dining,-10.78
posted,,08/18/2018,,KING SOOPERS #0087 000000CONIFER      CO,Groceries,-5.5
posted,,08/15/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-18.93
posted,,08/14/2018,,HELLOFRESH.COM 800-733-24NEW YORK,Restaurants/Dining,-59.94
posted,,08/14/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--1794.94
posted,,08/12/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-11.26
posted,,08/12/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-44.7
posted,,08/11/2018,,CORNER STORE 0633 0000000FRISCO       CO,Groceries,-13.59
posted,,08/11/2018,,RYE SOCIETY 000000001    DENVER       CO,Restaurants/Dining,-14.58
posted,,08/11/2018,,STARBUCKS STORE 0537     FRISCO       CO,Restaurants/Dining,-5.36
posted,,08/11/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-12.83
posted,,08/10/2018,,RECESS BEER GARDEN 650000DENVER       CO,Restaurants/Dining,-15.5
posted,,08/10/2018,,SPROUTS FARMERS MKT#314 0DENVER       CO,Groceries,-9.17
posted,,08/10/2018,,SPROUTS FARMERS MKT#314 0DENVER       CO,Groceries,-16.05
posted,,08/10/2018,,EL FIVE 0000             DENVER       CO,Restaurants/Dining,-27
posted,,08/09/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-3.79
posted,,08/09/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-21.84
posted,,08/09/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-7.44
posted,,08/08/2018,,AUDIBLE                  AMZN.COM/BILLNJ,General Merchandise,-16.09
posted,,08/08/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-46.12
posted,,08/07/2018,,SHAKE SHACK - CO  RINO 96DENVER       CO,Restaurants/Dining,-19.52
posted,,08/07/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-4.01
posted,,08/07/2018,,HELLOFRESH.COM 800-733-24NEW YORK,Restaurants/Dining,-44.92
posted,,08/06/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-8.07
posted,,08/06/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-10.16
posted,,08/06/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-4.01
posted,,08/05/2018,,BIRDCALL                 7204580886   CO,Restaurants/Dining,-12.85
posted,,08/05/2018,,ROSENBERG'S FIVE POINT   DENVER       CO,Restaurants/Dining,-8.64
posted,,08/05/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-12.01
posted,,08/05/2018,,FINNS MANOR              DENVER       CO,Restaurants/Dining,-8
posted,,08/05/2018,,FINNS MANOR              DENVER       CO,Restaurants/Dining,-8
posted,,08/05/2018,,FINNS MANOR              DENVER       CO,Restaurants/Dining,-21.85
posted,,08/05/2018,,DOS GRINGOS LLC          DENVER       CO,Restaurants/Dining,-10.32
posted,,08/03/2018,,SAFEWAY STORE  1587      WESTMINSTER  CO,Groceries,-36.08
posted,,08/03/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--43.56
posted,,08/02/2018,,NEW TERRAIN BREWING 43684GOLDEN       CO,Restaurants/Dining,-13.8
posted,,08/02/2018,,CHIPOTLE 1039 0055       ARVADA       CO,Work Lunches,-8.47
posted,,08/01/2018,,SAFEWAY STORE  1587      WESTMINSTER  CO,Groceries,-16.69
posted,,07/31/2018,,#5700 EVERYDAY STORE 5700BOULDER      CO,Gasoline/Fuel,-39.86
posted,,07/31/2018,,AMAZON.COM               AMZN.COM/BILLWA,Education,-29.28
posted,,07/31/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--381.34
posted,,07/30/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-3.12
posted,,07/30/2018,,SP * BOLLA.              CULVER CITY  CA,Clothing/Shoes,-22.46
posted,,07/30/2018,,USAA INS PREMIU USAA INS SAN ANTONIO  TX,Insurance,-61.71
posted,,07/30/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--664.65
posted,,07/29/2018,,SPROUTS FARMERS MKT#314 0DENVER       CO,Groceries,-72.62
posted,,07/29/2018,,RYE SOCIETY 000000001    DENVER       CO,Restaurants/Dining,-8.64
posted,,07/29/2018,,CASH REWARDS REDEMPTION,Other Income,--68.29
posted,,07/28/2018,,LUSTRE PEARL DENVER 12552DENVER       CO,Restaurants/Dining,-14
posted,,07/28/2018,,RECESS BEER GARDEN 650000DENVER       CO,Restaurants/Dining,-15.96
posted,,07/28/2018,,SALT AND GRINDER 54292980DENVER       CO,Restaurants/Dining,-12
posted,,07/28/2018,,SALT AND GRINDER 54292980DENVER       CO,Restaurants/Dining,-12.8
posted,,07/28/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-6.79
posted,,07/28/2018,,HIGHLANDS CORK AND CAFE' DENVER       CO,Restaurants/Dining,-22.41
posted,,07/28/2018,,WILLIAMS AND GRAHAM 00-08DENVER       CO,Restaurants/Dining,-30
posted,,07/28/2018,,WILLIAMS AND GRAHAM 00-08DENVER       CO,Restaurants/Dining,-120
posted,,07/27/2018,,SAFEWAY STORE  1587      WESTMINSTER  CO,Groceries,-12.91
posted,,07/27/2018,,WESTMINSTER PLAZA LIQUORSWESTMINSTER  CO,Groceries,-43.44
posted,,07/27/2018,,SAFEWAY STORE     2812   LOUISVILLE   CO,Groceries,-21.42
posted,,07/27/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-9.83
posted,,07/26/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-25.4
posted,,07/26/2018,,STITCH FIX  INC.         SAN FRANCIS  CA,Clothing/Shoes,-90.88
posted,,07/25/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-51.39
posted,,07/25/2018,,LUKE'S                   DENVER       CO,Restaurants/Dining,-36
posted,,07/24/2018,,USPS PO 0710810238 001361BROOMFIELD   CO,Postage and Shipping,-6.7
posted,,07/23/2018,,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,General Merchandise,-30.3
posted,,07/23/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-13.13
posted,,07/23/2018,,ORACLE BROOM  072885 5792BROOMFIELD   CO,Business Miscellaneous,-3.01
posted,,07/22/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-37.19
posted,,07/22/2018,,STUBHUB  INC STUBHUB  INCSAN FRANCISCOCA,Entertainment,-87.05
posted,,07/21/2018,,HIGHLAND WINE AND LIQUOR DENVER       CO,Groceries,-14.03
posted,,07/21/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-20.61
posted,,07/21/2018,,SPROUTS FARMERS MKT#314 0DENVER       CO,Groceries,-18.26
posted,,07/21/2018,,JENNY'S MARKET #002 10188DENVER       CO,Groceries,-6.24
posted,,07/20/2018,,CHIPOTLE 0009 0048       DENVER       CO,Work Lunches,-15.88
posted,,07/19/2018,,NATURAL GROCERS U025     DENVER       CO,Groceries,-6.37
posted,,07/19/2018,,CAP CITY TAVERN 650000008DENVER       CO,Restaurants/Dining,-16.5
posted,,07/19/2018,,COMMUNITY AUTO REPAIR    DENVER       CO,Automotive Expenses,-970.23
posted,,07/19/2018,,COFFEE ETCETERA          DENVER       CO,Clothing/Shoes,-4.94
posted,,07/17/2018,,COFFEE ETCETERA          DENVER       CO,Clothing/Shoes,-4
posted,,07/17/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--260.03
posted,,07/15/2018,,SAFEWAY  STORE  2246     DENVER       CO,Groceries,-43.21
posted,,07/14/2018,,TOWN LIQUOR              DENVER       CO,Alcohol/Booze,-21.61
posted,,07/14/2018,,LUSTRE PEARL DENVER 12552DENVER       CO,Restaurants/Dining,-22
posted,,07/14/2018,,CORNER STORE 0670 0000000GOLDEN       CO,Groceries,-50.39
posted,,07/14/2018,,VZWRLSS BILL PAY VE      800-922-0204 FL,Telephone Services,-82.26
posted,,07/13/2018,,STITCH FIX  INC.         SAN FRANCIS  CA,Clothing/Shoes,-20
posted,,07/13/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-42.21
posted,,07/13/2018,,CO MOTOR VEH SERV RETA 00DENVER       CO,Other Expenses,-79.18
posted,,07/12/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--551.73
posted,,07/10/2018,,THE RUSTY MELON 650000010ERIE         CO,Restaurants/Dining,-13
posted,,07/10/2018,,SAFEWAY STORE     2812   LOUISVILLE   CO,Groceries,-11.39
posted,,07/10/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-7.44
posted,,07/09/2018,,AIR CARE COLORADO BROOMFIBROOMFIELD   CO,Travel,-25
posted,,07/09/2018,,DTCOM                    DALLAS       TX,Travel,-376.96
posted,,07/08/2018,,ROSENBERG'S FIVE POINT   DENVER       CO,Restaurants/Dining,-8.64
posted,,07/08/2018,,WATKINS CONOCO 10186609  WATKINS      CO,Gasoline/Fuel,-31.52
posted,,07/08/2018,,AUDIBLE                  ADBL.CO/BILL NJ,Entertainment,-16.09
posted,,07/07/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-13.23
posted,,07/07/2018,,JACKSONS SPORT ROCK - 000DENVER       CO,Entertainment,-7.5
posted,,07/07/2018,,MATCHBOX 650000007487831 DENVER       CO,Dinners/Going Out,-26
posted,,07/07/2018,,TST* AMERICAN BONDED 3005DENVER       CO,Restaurants/Dining,-40
posted,,07/06/2018,,STITCH FIX  INC.         SAN FRANCIS  CA,Clothing/Shoes,-116.17
posted,,07/05/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-6.54
posted,,07/05/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-24.5
posted,,07/05/2018,,CO MOTOR VEH SERV RETA 00DENVER       CO,Other Expenses,-32.08
posted,,07/04/2018,,HUMBOLDT FARM FISH WINE 0DENVER       CO,Groceries,-24
posted,,07/04/2018,,7-ELEVEN 13157 0007131573DENVER       CO,Gasoline/Fuel,-3.11
posted,,07/02/2018,,UNITED PACIFIC 6526 09439LOUISVILLE   CO,Automotive Expenses,-48.6
posted,,07/02/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-8.53
posted,,07/01/2018,,ARAMARK RED ROCKS CONCESSMORRISON     CO,Restaurants/Dining,-4.5
posted,,07/01/2018,,BIRDCALL                 7204580886   CO,Restaurants/Dining,-8.37
posted,,07/01/2018,,ROAMING BUFFALO BBQ      DENVER       CO,Restaurants/Dining,-16.04
posted,,07/01/2018,,AMAZON.COM               AMZN.COM/BILLWA,Education,-29.21
posted,,07/01/2018,,SAFEWAY STORE  2246      DENVER       CO,Groceries,-42.28
posted,,07/01/2018,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,--642.71
posted,,06/26/2018,,ARGONAUT WINE &amp; LIQUOR S DENVER       CO,Alcohol/Booze,-168.81
posted,,06/26/2018,,AMAZON.COM               AMZN.COM/BILLWA,Education,-23.98
posted,,06/25/2018,,ALLURE HAIR STUDIO       DENVER       CO,Haircut,-45
posted,,06/24/2018,,ROSENBERG'S FIVE POINT   DENVER       CO,Restaurants/Dining,-8.64
posted,,06/24/2018,,KING SOOPERS FUEL CTR #06CONIFER      CO,Groceries,-45.99
posted,,06/23/2018,,TOWN LIQUOR              DENVER       CO,Alcohol/Booze,-33.49
posted,,06/22/2018,,USAA INS PREMIU USAA INS SAN ANTONIO  TX,Insurance,-142.26
posted,,06/22/2018,,TST* SARTOS 300500876    DENVER       CO,Restaurants/Dining,-45.8
posted,,06/22/2018,,CHIPOTLE 0114 0009       LOUISVILLE   CO,Work Lunches,-10.92
